text,class
another great musical from hollywoods golden age ! i liked this movies story about a trio of friends who are performers at a small nightclub that is far from broadway and all its glitter . although not the big time they are very content with their lives and the small,pos
this movie is about a young scientist who creates a serum that re-animates the dead . he first uses it on his brother when he is shot dead in a drive by . his brother then infects the other gang members.in some scenes the zombies are seen walking very slowly,neg
"sorry , folks ! this is without a doubt the worst film i have ever seen . sometimes when a movie is really bad you can joke about it and have a good laugh ( like plan 9 from outer space ) , this movie is so bad you can´t",neg
"after the success of die hard and it 's sequels it 's no surprise really that in the 1990s , a glut of 'die hard on a ..... ' movies cashed in on the wrong guy , wrong place , wrong time concept . that is what they did with",pos
"snake island is one of those films that , whilst one sits and watches its amazing level of stupidity , makes one wish the film camera had never been invented . the real reason why plan 9 from outer space will hold onto its honoured title of worst film of",neg
"never been kissed starring drew barymore as reporter josie gellar is a sweet , extremely sappy and sometimes quite painful tale of a timid woman named josie gellar who though brilliant is quiet and shy and has never been kissed by a man . she is assigned her first major",pos
"i knew that 'evening ' was a girlie film , so i was expecting to be bored . a wicked tease on imdb had said that it was a 'chick flick ' but that your companion would survive . survive ? yes . i am still here , but when",neg
"`` look , i know this may suck right now , but pain is temporary , film is forever . whatever you do right now is burned into celluloid for all time and for thousands of years to come . ''  robert de niro this was initially a film",neg
"this is the worst kind of film . the plot is ludicrous , the characters are unrealistic stereotypes who never look like they believe it themselves . are white people such monsters that they will continue to call two white child rapists in their 20s `` good boys '' and",neg
"there have been several films about zorro , some even made in europe , e.g . alain delon . this role has also been played by outstanding actors , such as tyrone power and anthony hopkins , but to me the best of all times has always been reed hadley",pos
"along with having minor flaws to it , this film is a masterpiece , and most definitely the best war film i 've seen . not the mention it 's one of the best films i 've seen in all genres . i might have written this for no man",pos
"this is one of the worst movies i have ever seen . thank god i saw it for free . i would have hated to waste my money on it . first off , there is n't a character in the movie that is in any way likable . michael",neg
"gino costa ( massimo girotti ) is a young and handsome drifter who arrives in a road bar . he meets the young , beautiful and unsatisfied wife giovanna bragana ( clara calamai ) and her old and fat husband giuseppe bragana ( juan de landa ) , owners of",pos
my favorite memory of this show and the band was when i got together with a bunch of my friends which are nbb haters and had a big bonfire and we took a cd of their songs and the dvd of the movie and a bunch of pictures of the,neg
"i liked antz , but loved `` a bug 's life '' . the animation that was put into this paid off . i will definitely be getting this on dvd . by the way , disney should make a widescreen version of this movie on tape . ( i",pos
thats what this movie really takes . a big piece of cheeze . this movie is about a sister and brother bonnie and clyde type of duo that creates their own party line in order to lure their victims in and trap them and kill them . but for what,neg
"apparently most viewer knows nothing about the history of europe , including germany , hungary and the whole central and eastern europe as well as the hitler and stalin era . nuremberg ( and a lot of forgotten trials all over europe ) was a revenge and injustice of the",neg
"this film is pretty poor . the acting is abysmal and completely forced . furthermore , by shooting the film as a docudrama does n't necessarily make it more believable , you ca n't get out of it that easily mr dir . do n't let my comments mislead you",neg
"most predicable movie i 've ever seen ... extremely boring , i feel like i 've seen a hundred movies with the same storyline as this one . acting is ok at best , there 's no action really and there is definitely no thrills . capable actors with terrible",neg
"i saw a version of this in a 4 dvd mafia collection put out by brentwood and i have to admit that it was a good film . the quality was a little worse for the wear , but it was a well acted and realistic drama involving low level",pos
"ok , i admit that i still associate sophie marceau with la boum . that was the main reason i went to see this film . but it was so boring , that i nearly felt asleep . sorry , but her talents as actress are not very convincing .",neg
"just saw 'the league of gentlemen : apocalypse ' at a special screening in manchester , with mark gatiss and reece shearsmith of the league in attendance . at the back was peter kay ( who has a brief cameo in the film ) affectionately heckling at the back during",pos
you can tell they spent 5 $ making this.it is a waste of your time ... ugh .. there is not anything remotely good about this movie ... .. i do n't know why i kept watching it .. the chick is not hot . horrid acting .. you could,neg
"ants are shown in cartoons as being able to carry away chicken legs , watermellons , people , etc . this may be an admirable characteristic because ants carry the film phase iv . this is not because they want to , but because they have to . the movie",neg
this is a really well made movie . sumitra bhave has always made sensible cinema and this is my favourite film by her . this movie should have won the national award and would have been my pick to represent india at the oscars . it is at least a,pos
"this is an awful movie from just about every point of view . since much has been already pointed out in previous reviews , let me just focus on `` serbs '' and `` delta force '' guys in this movie . 1 ) the uniforms that `` serbs ''",neg
"this is a thriller with a good concept , good acting , good photography and good intentions all around , but which is confused and disjointed in execution . garcia stars as john berlin , an l.a. forensic detective who has moved to a small california town at the behest",neg
"the summary provided by my cable tv guide made it sound a lot more interesting than it actually is . `` slaughterhouse rock '' is by far the worst horror film that i have ever seen , a title previously held by `` urban legends : final cut '' .",neg
"one of the best tv shows out there , if not the best one . why ? simple : it has guts to show us real life in prison , without any clichés and predictable twists . this is not prison break or any other show , actually comparing to",pos
"the first time you watch this movie you may hate it , but the 2nd time you see this movie i guarantee laughs all around . the owners of the dogs are so ecclectic that you ca n't help but look at them and laugh . from the littlest toy",pos
"being a middle aged mom myself , i very much appreciated seeing a romance between grown-up people that weaves in the many issues that effect us . diane lane beautifully portrays adrienne and the sacrifice and conflict that a mother goes through , wanting to do what is right for",pos
"i just wanted to say that . i love gheorghe muresan , so i automatically loved this movie . everything else about it was so-so ... billy crystal is a good actor , even if he is annoying . but the thing that made this movie was- at least ,",pos
saw this on cable back in the early 90 's and loved it . never saw it again until it showed up on cable again recently . still find it a great vietnam movie . not sure why its not higher rated . i found everything about this film compelling,pos
"starting with a `` my name is joe '' like scene in alcoholics anonymous tbm careers into a mad spiral of infidelity , double standards and clandestine affairs . but what do you expect from a family of lawyers ? a genuinely funny film , with some of the most",pos
"minor spoiler underrated little stephen king shocker . it 's not perfect , by any stretch of the imagination -- even if the limp performances of dale midkiff and denise crosby were better , there 'd still be the mismanaged mystical story elements to contend with . the old micmac",pos
"in the animated series : aeon flux was an amoral rebel that was completely detached from everything and everyone . she was cruel , selfish , loving , unpredictable , witty , caustic , confident , sarcastic , lethal , untamable , ambiguous all at once . the original aeon",neg
this horror movie is definitely one of the best ones i have seen in my life and there are many reasons why . the storyline is really good it has lots of action and great horror sequences in it the actors are not very good but there are not that,pos
i would recommend this for anyone who is an admirer of the late john cassavetes . and for those who have never known of cassavetes . it is an excellent film . i really do n't have the time to go into the details of why this is my opinion,pos
"i´m glad that someone has made a movie about how hard it is to risk your heart for a second time . or third . this movie is exactly what it promises to be - lovely , amusing and it gives you this good feeling around your heart when it",pos
i expected a lot more out of this film . the preview looked interesting so i decided to check it out . bottom line is that `` the adventures of sebastian cole '' only had one decent thing : adrian grenier . i really like grenier and found his performance,neg
"the saddest thing about this `` tribute '' is that almost all the singers ( including the otherwise incredibly talented nick cave ) seem to have missed the whole point where cohen 's intensity lies : by delivering his lines in an almost tuneless poise , cohen transmits the full",neg
"shakespeare 's plays have a way of transcending time . the language somehow breaks the time barrier . but perhaps it is the actors who really do that . after the disappointment in romeo and juliet ( the version with claire danes and leonardo dicaprio ) , was hesitant take",pos
out of the 600 or so spaghetti westerns made this has got to be in the top twenty somewhere . can not believe this has n't received any reviews ! gemma is excellent in this . van johnson is good too though his dubbed voice is a little off killter,pos
"this has some excellent spots but the length of the film can not sustain the wafer thin plot . it is another sailors on leave film , zippier than astaire 's 'follow the fleet ' but not as good as 'on the town ' . kathryn grayson is bland but",pos
i love sarah plain and tall : winters end . its such a good movie . it tells of the hardships of living on a farm.i live on a farm so i know what its like to have hardships . i love the setting in kansas . its such a,pos
"gene hackman is a former marine corps colonel who musters a handful of private vietnam vets to go back to laos and rescue some americans who have been listed as missing in action . hackman suspects that , in actuality , the half-dozen or so mias are secretly being held",neg
"forget depth of meaning , leave your logic at the door , and have a great time with this maniacally funny , totally absurdist , ultra-campy live-action `` cartoon '' . mystery men is a send-up of every superhero flick you 've ever seen , but its unlikely super-wannabes are",pos
"agreeable `` boy 's own paper '' nonsense with a sprightly performance from cushing , some amusing rubber monsters , colourful jungle sets , & the ever-welcome appearance of caroline munro in animal skins .",pos
"if i watch a movie and do n't once look at my watch or clock to see how much longer it will be running or when i hope that the last scene was n't the end of the movie , it 's got to be pretty good . i 'm",pos
"i really wanted to like this film and i do n't think i was terribly disappointed . being an american history teacher , i felt an obligation , almost , to see this film and as far as the history went , it was n't bad . sure there were",pos
the only reason i bought the dvd was to satisfy my curiosity about the scene when liz ( kim basinger ) strips to the music of joe cocker : you can leave your hat on ! that was the best part of the whole film . not because the scene,neg
"i stopped five minutes in when beowulf was given a double-shot , automatic crossbow with sights on it . not only do crossbows not have telescoping sights , but beowulf beat grendel in hand-to-hand combat . the terrible , wooden acting and eternal darkness that plagues all sci-fi original movies",neg
"... dont read any plot summaries because in words the plot might seem trivial , brain-dead and pointless . the film is excellent , the acting by both denzel and dakota ( she will go sky high , trust me on that ) are just fabulous , and the plot",pos
"i ca n't say that i embrace this as a romantic comedy , as i found little funny about it . i did find it endearing , entertaining , heartwarming , and terminally sweet , and while there were some witty moments , i found them more bittersweet than outright",pos
"first off i really enjoyed zombi 2 by lucio fulci . this film was utter trash . i could n't stand to watch it . the storyline was a joke , the acting was a joke , and the fact that zombi 3 has nothing to do with zombi 2",neg
"in brooklyn a century ago , the rivalry between chuck connors and steve brodie and their competing volunteer fire brigades leads to brodie 's famous bet that he can jump off the brooklyn bridge . this is a story which will be familiar to a lot of people through a",pos
this movie was laughably bad . a friend rented it from netflix and made me watch it . there are so many gaffes and goofs that it 's impossible to even bother getting to know the characters and the plot . how about these for example ... the `` vermont,neg
"`` hollywood hotel '' has relationships to many films like `` ella cinders '' and `` merton of the movies '' about someone winning a contest including a contract to make films in hollywood , only to find the road to stardom either paved with pitfalls or non-existent . in",pos
"you spend most of this two-hour film wondering `` what 's the story regarding the lead character ? '' will smith , as a low-key `` ben thomas '' will keep you guessing . the last 20-25 minutes is when you find out , and it 's a shocker ....",pos
hobgoblins is a very cheap and badly done gremlins rip-off . that 's the best thing one can say about this stinkpile . pretty much everyone in the cast was chosen for their looks and not their acting ability . it was very painful to watch . avoid this one,neg
this is one of the best lesbian films i have ever seen ! this series brought joy and sadness of true love . being set in the 1800 's was an amazing look at lesbian lives and desires of lesbian women . the cast was beyond expectation ! rachael stirling,pos
"i saw this movie when it first came out in 1973 and loved it . since then i 've searched for a video but never found it until now , 33 years later , when i ordered it from moviehunter . sorry to say it does n't hold up .",pos
i thought that this movies was a letdown i expected it to be so much better than it was . i am so glad i did n't pay to see this movie and that i did n't sit in a movie theater for this one . where to begin on,neg
`` jake speed '' is a fine movie with a wonderful message . it has its flaws of course . at times it 's a little slow . it introduces its villain too far into the story . it 's action is paced at the rate of a snail 's,pos
"the threesome of bill boyd , robert armstrong , and james gleason play coney island carnys vying for the hand of ginger rogers , a working gal who sells salt water taffy . with the outbreak of world war i , the threesome enlist and pursue ginger from afar .",neg
"darius goes west is an amazing documentary about a teenager ( weems ) with duchenne muscular dystrophy , and his 11 friends who take him on a cross-country trip to see if `` pimp my ride '' will pimp out his wheelchair . i recently watched this movie at the",pos
"wirey 's journey through the final days of bachelorhood , liberally sprinkled with flashbacks to a sexually active and diverse childhood . it 's definitely not a feel-good romance movie . it is a romance movie , but one without illusions . everyone 's an adult here , not your",pos
"i 'm never much for classic films . movies like patton , going my way , how green was my valley , the godfather , casablanca , annie hall , gone with the wind , lawrence of arabia , and citizen kane bore me . however , i would much",neg
"put yourself into carla 's shoes . she is an overworked , unappreciated administrative drudge who is invisible . you know her : she 's trained three of her last three bosses , knows where all of the bodies are buried and might even look back at you in the",pos
this is one the worst movie i 've seen and certainly worst movie nagesh kuknoor has made . i ca n't believe person who has created movie like teen deewarein can create utter crap like this . plot of the film itself is really faulty that zeenat has to search,neg
"i was delighted to see this gem of a film available on dvd . despite being a 'tv movie ' and shot on 16mm , it provided a wonderful insight into the different types of people who wanted to become a 'london cabbie ' , along with their foibles and",pos
"a recent post here by a woman claiming a military background , contained the comment `` a woman 's life is no more valuable than a man 's '' . this mantra of the politically correct is not true as history as well as biology show . societies have managed",neg
"hello playmates.i recently watched this film for the first time ever and it is also my first experience of arthur askey , i have to admit i was very impressed by this film . as a fan of black and white films generally , passport to pimlico , the lavender",pos
"river queen attempts to pack a complicated , sweeping , historical narrative into just under two hours . there are some breathtaking battle scenes and the wanganui scenery is beautifully captured . however , the film did suffer from some poor leads - samantha morton ( sarah ) especially came",neg
"i thought that i wrote a comment on this movie before , but i ca n't find it on here . anyway , i am writing it again . i accidentally found this movie from my college 's library collections . it was free to watch , so why not",pos
"right there . good , entertaining and accurate era-feel to most scenes . enough personality variations to cover the real people around those days without story distractions from the exceptions . the credits show peralta from mar vista , california .. up the hill from venice and south of malibu",pos
this is the first james cagney film i have ever really watched . i was never interested in his movies before because i figured i would n't like anything in that style of cinema and because i 've heard most cagney films are the same . i have to say,pos
"i saw this movie once as a kid on the late-late show and fell in love with it . it took 30+ years , but i recently did find it on dvd - it was n't cheap , either - in a catalog that specialized in war movies . we",pos
the 3rd and in my view the best of the blackadder series . the only downside is that there is no lord percy who was the funniest character from the previous series but hugh laurie 's prince regent is suitably madcap laugh a line . as a package it 's,pos
"this movie was god-awful , from conception to execution . the us needs to set up a `` star wars '' site in this remote country ? this is their premise ? the way to gain access , the us concludes , is to win an obstacle course like cross-country",neg
"to some , this biblical film is a story of judgment and condemnation ... others see it as a story of grace , restoration , and hope ... it is actually both  henry king illustrates the portrait of a mighty monarch almost destroyed by his passion , his downward",pos
i was previously unaware that in the early 1990 's devry university ( or was it itt tech ? ) added film to its wonderful repertoire of technical degree programs . well this movie must have been the product of the class valedictorian . my friend and i rented the,neg
i just saw adam had four sons for the first time and the thing that struck me was that i believe that the model used was theodore roosevelt and his four sons . they were approximately the same ages as the four boys in this film . warner baxter in,neg
"up until the last 20 minutes , i was thinking that this is possibly jackie chan 's worst movie ( excluding his pre-1978 work , which i am not familiar with ) . the final fight sequence changed all that : it is long and good and intense - indeed",neg
first off i want to say that i lean liberal on the political scale and i found the movie offensive . i managed to watch the whole doggone disgrace of a film . this movie brings a low to original ideas . yes it was original thus my 2 stars,neg
"i usually enjoy underground movies and antiheroes but this is a bad joke . i wonder how this can be called a movie . all these people are loosers and the filmmaker does n't succeed in making them interesting at all . they are not funny , not tragic just",neg
"this british film version of the stage play i am a camera is based on christopher isherwood 's `` berlin stories . '' this is the source material for the famous musical cabaret . julie harris , a major stage actress of her day , reprises her 1951 tony award",pos
"as muppet movies go , this is easily and clearly the best . it features loads of cameos by big named comedic stars of the age , a solid script , and some great disneyesque songs , and blends them together in a culmination of the best display of henson",pos
maybe if you 've never read any english literature or only ever watched the hollywood version of any book you might find merit in this awful film . it has the directorial and scripting skill of shoreditch . the bbc 1995 adaptation is both very enjoyable and close to the,neg
"this is one of those inoffensive and mildly entertaining little movies that strive to make you to like them more . but like so many others , it 's material is n't strong enough to successfully fill a couple of hours . the pitch is promising : three drag queens",neg
spacecamp is a movie that i plan to show my daughter julia ann ruth morgan some day . seeing joaquin phoenix in this movie makes you realize how far hes come since playing a roman emperor in the film gladiator . i am pleased to say that i now have,pos
"`` radiofreccia '' is still a good surprise in italian cinema . the film is based on a book of italian songwriter luciano ligabue , who also directs the movie and writes the music score -of course . the film is a portrait of north italian province life , in",pos
i was very surprised with this film . i was touched with the lives that paulie touched along his way to find his `` marie '' the little girl he was separated from . the humor was also very good and it did not hurt the story as i thought,pos
"well this is the first post am ever commenting on imdb. , do you get it , this movie has made me come and warn all the good souls who will stop ever experimenting with movies . as most of them have given their comments i thought of watching this",neg
"living in romania , i was almost stunned by the very realistic setting for the scenes and the great care paid to local details by the director . the performance of anthony queen is absolutely great , and the rest of the cast does a great job supporting him .",pos
"i am ashamed to say it , but i have to admit , the first time i saw this film was only about a year ago . after seeing it , i immediately rushed out and bought the dvd collectors ' edition and have watched it many times since .",pos
"okay , i grew up on who , but have n't loved a doctor since tom baker . christopher eccleston made me love who again and i 'll be furious with him forever for leaving . the writing is grand , the acting superb , the directing ( which was",pos
i could n't relate to this film . i 'm surprised that people are lauding it for being so 'realistic ' . how many people at your school were victim to incest ? how many closet homosexual jocks were there ? how many quiet people that you never noticed committed,neg
diagnosis murder is one of the only programs i watch regularly on tv now . the way all of the main characters have something to do in each of the episodes makes it so unlike today 's shows where they concentrate on 1 or 2 people per episode and everyone,pos
"i 'm rather surprised that anybody found this film touching or moving . the basic premise of the film sounded to me like an excellent , if provocative , idea for a movie about a rare sort of relationship , but one ( if i can judge by the real-life",neg
"this film is described as a action/comedy . the first 15 minutes and james belushi 's presence point to it being a humorous gangster film . however , the introduction of the ridiculous female lead begins a number of ludicrous plot twists which do little to conceal the contrived ending",neg
"`` french cancan '' is one of my favorite all time movies . it 's an excellent film . there 's color , there 's humor , there 's music . it 's a very good portrait of the so called belle époque , though jean renoir 's priorities were",pos
this was an excellent movie with good acting and it keeps your attention through to the very end . maybe people are either tired or uncomfortable with the subject matter and that 's why it 's being trashing so much . it could also be too deep for many of,pos
"i love horror movies that brings out a real amount of mystery like say `` silent hill '' ( which i found to be quite good , but still , was missing something ) and movies that keeps you guessing , this i thought was one of those movies .",neg
"this cecil b. demille epic of the old west contains what may be jean arthur 's finest performance , as a hysterical , eccentric , incurably amoral , but devotedly doting calamity jane . she really pulled it off ! gary cooper is at his most taciturn , but manages",pos
"i read the book in 5th grade and now a few years later i saw the movie . there are a few differences : 1.billy was oringinally suppose to eat 15 worms in 15 days , not 10 worms in one day by 7:00pm . 2.billy is suppose to get",pos
the last dinosaur is a film that is meant to be fun and exciting . it succeeds at doing both . maston is a big game hunter who hunts big game ( go figure ) . owning a company he is planning on going on an expedition with a group,pos
"in life , we first organize stones ( piedras in spanish ) such as a career , family , friendship , and love . in this way , we shall find space between these to fit smaller stones , our small necessities . if you act in an inverse way",pos
"what can you say about the film white fire . amazing ? fantastic ? disturbing ? hilarious ? these words are not big enough to describe the event which is white fire . from wobbly , garbled beginning to profound end , this movie will entertain throughout . our movie",pos
nicole kidman is a wonderful actress and here she 's great . i really liked ben chaplin in the thin red line and he is very good here too . this is not great cinema but i was most entertained . given most films these days this is high praise,pos
"`` cherry '' tells of a naive , unmarried virgin who decides to have a baby but is n't quite sure how to go about it . this easy going little sleeper is full of quirky characters and tongue-in-cheek situational humor . fresh , fun , mold breaking stuff ,",pos
"computer savvy john light ( as john elias ) goes from stanford drop-out to successful young dotcom-era tycoon . but , mr. light 's sneering success could be short-lived , with partners like ambitious jeffrey donovan ( as robert jennings ) . mr. donovan used to bed down with light",neg
what would you say about a man who was about to get married and was having his bachelor party with some of his closest friends at a hawaiian guy bar ? all smooth sailing until he takes his `` bachelor hat '' off . what would you say about him,pos
i just saw this movie for the first time ever and i liked it . her dancing was very entertaining . i read somewhere that she got the part in this movie because she knew how to dance . the scenery was great too . yvonne is such a talented,pos
"high heels are tricksy things . they can elevate women ( or cross-dressing men ) to newfound heights , put forward a sharp statement of style and bring a touch of fragile elegance . alternatively , they can be a perilous foot pain that will inevitably lead to trips ,",neg
"first and foremost i wish to aim a big & mean middle-finger towards the troma dvd-distribution crew , who were actually stupid enough to reveal the identity of this movie 's pivot killer on the back of the cover ! the synopsis just randomly mentions who 's the person responsible",neg
"this is a hard movie to come by in the us , but if you can find it -- and you 're interested in the life and music of percy aldridge grainger , you 're in for a treat . it 's quite historically accurate . richard roxborough 's grainger",pos
"if we consider three films with a similar subject , which are this one , which was made in 1930 , 'the covered wagon ' , made in 1923 and 'wagon master ' made in 1950 , the distance between 'the big trail ' and 'the covered wagon ' is",pos
"this electrifying musical has more than a whiff of egotism from it 's star , the musical genius that is prince . the film is 90 or so minutes of posing but in truth it is easy to see why it is such a cult classic . much like other",pos
"i saw this director 's `` woman on the beach '' and could not understand the good to great reviews . this film is much like that one , two people who are caught in a relationship with very little dynamic and even less interest to anyone else . like",neg
( warning : some spoilers ahead . ) what an incredibly crappy movie . it makes iron eagle 2 seem good . the story is as follows : captain holiday ( rutger hauer ) gets shot down by his friend banning ( robert patrick ) to stop him from shooting,neg
"probably grossly underrated by all who never experienced the hell of living under communist regime . although , it seems hard to believe , all of it happened , actually the reality was even worse than the movie . it resembles orwellian fiction , only this is no fiction .",pos
"really bad movie . maybe the worst i 've ever seen . alien invasion , a la the blob , without the acting . meteorite turns beautiful woman into a host body for nasty tongue . bad plot , bad fake tongue . absurd comedy worth missing . wash your",neg
"i 'm sure deep in the recesses of jack blacks mind the character of nacho libre is absolutely hilarious but no it is n't . you can tell ol jacks having a whale of a time hammin it up playing a smarmy , slimy mexican friar with dreams of becoming",neg
peter hunt started out as a very gifted film editor and got his first stab at directing when he helmed the james bond film `` on her majesty 's secret service '' ( considered by many bond fans to be the best of the series ) . other titles in,neg
"i truly hate and despise this film and the filmmakers behind it . sure , i 'm all for making a hard hitting and honest film about youth and youth culture.1987 's `` river 's edge '' is an excellent example of a well-made teen drama . however , what",neg
"this 1973 remake of the classic 1944 billy wilder film , `` double indemnity , '' is a textbook example of how to destroy a great script . this grade-b tv fodder also illustrates the folly of remakes in general . while hollywood has gone after greedy executives that colorize",neg
"okay , so this series kind of takes the route of 'here we go again ! ' week in , week out david morse 's character helps out his ride who is in a bit of a pickle - but what 's wrong with that ! ? david morse is",pos
"this was probably intended as an `` arty '' crime thriller , but it fails on both counts - there are few thrills and not enough substance . the plodding pacing makes it hard to sit through , and the occasional action scenes are too sloppily edited and confusingly staged",neg
"this german horror film has to be one of the weirdest i have seen . i was not aware of any connection between child abuse and vampirism , but this is supposed based upon a true character . our hero is deaf and mute as a result of repeated beatings",neg
"lame , lame , lame ! ! ! a 90-minute cringe-fest that 's 89 minutes too long . a setting ripe with atmosphere and possibility ( an abandoned convent ) is squandered by a stinker of a script filled with clunky , witless dialogue that 's straining oh-so-hard to be",neg
"the movie starts out as an ordinary comic-hero-movie . it´s about the boy who is picked on , has no parents and is madly in love with the schools # 1 girl . nothing surprises in the movie , there is nothing that you can´t guess coming in the movie",neg
"this movie reminds me old b movies , but not in a good way . when i saw the first scene i thought it was going to be a spoof of one of those early sf films . the terrible acting , the plastic props and the noticeable visual effects",neg
"i guess if they are not brother this film will became very common . how long were they can keep this ? if we were part , what should they do ? so natural feelings , so plain and barren words.but i almost cried last night blood relationship brotherhood love",pos
"death wish 3 is exactly what a bad movie should be . terrible acting ! implausible scenerios ! ridiculous death scenes ! creepy , evil-for-no-reason villains ! the last 30 minutes of this movie just might be the best 30 minutes ever put on film , especially in the scene",pos
"whew . what can be said about gymkata that has n't already ? this is nothing but pure halarity from beginning to end . if you want a movie that will keep you on the floor laughing , this is the perfect movie to get . from cabot 's wild-style",neg
"it is difficult to rate a writer/director 's first effort . after all , it is one more movie than i have written or directed . james hunter wrote a story that was interesting , but suffered from an uneven flow . after all , the idea that a man",neg
this is probably the worst movie ever made it is just to bad the name of roger corman is associated with it . i could 've understand it in his early years when he had lower budgets but nowadays there is no excuses for giving birth to this ! i,neg
"without being one of my favorites , this is good for being a change of pace ... even if only for a few minutes . it all starts with a big fight between tom , jerry and spike ( who is renamed `` butch '' here ) . they 're",pos
"while this movie is not the most entertaining in the world , i think it is better than most over all . i mean it had it 's little laughs and just all around a good feeling . it 's not too often we get to see two old geezers",pos
"its difficult to be too tough on brad sykes , a hard-working guy doing what he loves , there is an honesty about him that seems often lacking with other microbudget directors . check out the minuscule crew credits on camp blood , there is none of the usual thanking",neg
"this is complete crap do not watch the main character is so f u c king concerned that the doc 's bomb shelter is not big enough for everyone thus he claims the doc is playing god by saying who lives and who dies all during his 13itching , he",neg
this is a story of a long and awkward love . the daily life of a woman of 50 years old and some people around her is depicted . her daily life is so ordinary and routine that i doubted who was the real lead character in the beginning .,pos
"bad . personal opinion ? the folks who made it ? they knew that when they made it . to star in this movie , again my opinion , you needed to meet three criteria ... # 1 : you had to own your own goth style clothing and jewelry",neg
"swing ! is an important film because it 's one of the remaining black-produced and acted films from the 1930s . many of these films have simply deteriorated so badly that they are unwatchable , but this one is in fairly good shape . it 's also a nice chance",neg
"horror movie time , japanese style . uzumaki/spiral was a total freakfest from start to finish . a fun freakfest at that , but at times it was a tad too reliant on kitsch rather than the horror . the story is difficult to summarize succinctly : a carefree ,",pos
"this movie is simply bad . first of all the story is just weird and it 's not good written . it leaves you with questions when you 're finished . sometimes that 's ok , but not in this case . the acting is nothing to write home about",neg
this is the first non-zombie subgenre review ive done but this movie is worth doing a review for . dinocroc is a good movie in general but unfortunately it is still an obvious b-movie . the dinocroc itself looked great but i thought the movie itself needed a little bit,neg
came across this film recently after so long hearing about it . it is an excellent not pretentious movie for people who loves film noir literature and films . not `` camp '' but humorous . great cast ! from the magnificent carla gugino and emma thompson to german superstar,pos
this film ends with a speech in which the narrator tells us the fates of two of the lead characters and that the names of people and places have been changed ... before telling us that relation to actual people and events are purely coincidental . this ending line actually,neg
i first saw this film about 11 years ago when my former college accounting professor recommended it to me . i was amazed that a movie from 1968 could so coherently and hilariously portray computer crime . maggie smith is delightful and ustinov plays the `` retro hacker '' perfectly,pos
"gorgeous barbara bach plays jennifer fast , a television reporter who travels with her crew ( karen lamm and lois young ) to solvang , california , to cover a danish festival . the problem is that their accommodations have fallen through and all hotels in town are full .",pos
"though this is a good , enjoyable cartoon , they did much better ones later on , like carrotblanca . this is almost like the first star trek feature , which would have been welcomed with open arms and glee no matter what , just for existing . this is",pos
"i can not believe i enjoyed this as much as i did . the anthology stories were better than par , but the linking story and its surprise ending hooked me . alot of familiar faces will keep you asking yourself `` where i have i seen them before ?",pos
"my opinions do not flow with the majority in most cases . i tend to lean toward the artsy , imaginative , and different . this movie was reminiscent of frances ford 's `` the black stallion '' wherein a fantasy situation is created to showcase the beauty of a",pos
"first the easy part : this movie is pretentious crapola ! it put me in mind of `` magnolia '' . and then i thought `` wow -- somebody made a movie even dumber and more irritating than `` magnolia '' . i know nothing about the polish brothers ,",neg
there are subtleties in this film that i think a lot of people may miss if they 're not careful . you really need to follow what leland says and read his character to figure out the intended `` why '' the movie presents at the end . nothing it,pos
ever since ` midnight cowboy ' i have been on the lookout for films with dustin hoffman and have mostly not been disappointed . ever since ` kramer vs kramer ' i have been on the lookout for films with meryl streep and have mostly not been disappointed . she,pos
"fabulous , fantastic , probably disney 's best musical adventure . i have loved this film for over 35 years because it is so imaginative , clever and fun . even despite the silly `` flying bed '' scenes , the other scenes and dialog are magical and funny .",pos
i saw this movie awhile back and ca n't seem to track it down . does anyone know where i can get a hold of it ? i feel it is worth seeing again . i 'm sorry to say i had never heard of chloe nicholle until this film,pos
"one of the more lucid statements against the death penalty ever filmed , quite a frontal attack against the most disgusting way of doing justice . the final sequence , with that parallel between the crimes that the convicted poncelet committed and his own execution are just superb . no",pos
"problems : 1 ) although billed as `` a loving tribute to poverty row , '' a lot of the old footage is not even from poverty row films -- much of it is from rko 's `` the most dangerous game , '' ( 1932 ) , with some",neg
"i 'm a big fan of italian films from the seventies , and i would n't hesitate to list the beautiful barbara bouchet among my favourite actresses of all time , so i did go into this film with some hopes . however , it soon becomes apparent that this",neg
i never heard of this film til it played as part of a robert mitchum retrospective at the national film theatre in london . almost 60 years on the cast list looked tasty to say the least with seven names - in addition to top-billed mitchum - in the public,neg
"extraordinary rendition is a frightening practice authorized , surprisingly , under clinton , that allows the u.s. government to seize and hold anyone suspected , seemingly for any reason , of being a terrorist against the united states . this is a touchy issue , especially after 9/11 , because",pos
"10 out of 10 , this brilliant , super documentary is a must see , with film clips from the war which people did not seen for years , untill this was screened in 1974. the film clips in this documentary from the war does n't miss out anything ,",pos
"well-made but basically dreary low-life melodrama which , according to the accompanying interview with lead isabelle huppert , writer/director pialat infused with a good deal of autobiographical detail ; given the mainly unsympathetic characters involved , it does n't do him any compliments - and he does seem to have",pos
"this movie is excellent in how it portrays the reality of sexual abuse . the daughters perfectly express their conflicting emotions of affection and betrayal . the on-location scenery is absorbingly authentic , and the soundtrack is unobtrusive yet moving . this film is a graduate-level course in a reality",pos
